fecha,prediccion_demanda,llave
2024-01-29,11.0,248AI6PR6T16
2024-02-05,9.0,248AI6PR6T16
2024-02-12,4.0,248AI6PR6T16
2024-02-19,0.0,248AI6PR6T16
2024-02-26,0.0,248AI6PR6T16
2024-03-04,2.0,248AI6PR6T16
2024-03-11,2.0,248AI6PR6T16
2024-03-18,0.0,248AI6PR6T16
2024-03-25,0.0,248AI6PR6T16
2024-04-01,0.0,248AI6PR6T16
2024-04-08,0.0,248AI6PR6T16
2024-04-15,0.0,248AI6PR6T16
2024-04-22,0.0,248AI6PR6T16
2024-04-29,0.0,248AI6PR6T16
2024-05-06,0.0,248AI6PR6T16
2024-05-13,2.0,248AI6PR6T16
2024-05-20,3.0,248AI6PR6T16
2024-05-27,2.0,248AI6PR6T16
2024-06-03,0.0,248AI6PR6T16
2024-06-10,0.0,248AI6PR6T16
2024-06-17,0.0,248AI6PR6T16
2024-06-24,0.0,248AI6PR6T16
2024-07-01,0.0,248AI6PR6T16
2024-07-08,0.0,248AI6PR6T16
2024-07-15,0.0,248AI6PR6T16
2024-07-22,0.0,248AI6PR6T16
2024-07-29,0.0,248AI6PR6T16
2024-08-05,0.0,248AI6PR6T16
2024-08-12,0.0,248AI6PR6T16
2024-08-19,0.0,248AI6PR6T16
2024-08-26,0.0,248AI6PR6T16
2024-09-02,0.0,248AI6PR6T16
2024-09-09,0.0,248AI6PR6T16
2024-09-16,0.0,248AI6PR6T16
2024-09-23,0.0,248AI6PR6T16
2024-09-30,0.0,248AI6PR6T16
2024-10-07,0.0,248AI6PR6T16
2024-10-14,0.0,248AI6PR6T16
2024-10-21,0.0,248AI6PR6T16
2024-10-28,0.0,248AI6PR6T16
2024-11-04,0.0,248AI6PR6T16
2024-11-11,0.0,248AI6PR6T16
2024-11-18,0.0,248AI6PR6T16
2024-11-25,0.0,248AI6PR6T16
2024-12-02,0.0,248AI6PR6T16
2024-12-09,0.0,248AI6PR6T16
2024-12-16,0.0,248AI6PR6T16
2024-12-23,0.0,248AI6PR6T16
2024-12-30,0.0,248AI6PR6T16
2024-01-01,75.0,240AG7OA3
2024-01-08,68.0,240AG7OA3
2024-01-15,75.0,240AG7OA3
2024-01-22,95.0,240AG7OA3
2024-01-29,119.0,240AG7OA3
2024-02-05,137.0,240AG7OA3
2024-02-12,146.0,240AG7OA3
2024-02-19,151.0,240AG7OA3
2024-02-26,152.0,240AG7OA3
2024-03-04,147.0,240AG7OA3
2024-03-11,130.0,240AG7OA3
2024-03-18,103.0,240AG7OA3
2024-03-25,79.0,240AG7OA3
2024-04-01,67.0,240AG7OA3
2024-04-08,68.0,240AG7OA3
2024-04-15,73.0,240AG7OA3
2024-04-22,75.0,240AG7OA3
2024-04-29,71.0,240AG7OA3
2024-05-06,69.0,240AG7OA3
2024-05-13,72.0,240AG7OA3
2024-05-20,76.0,240AG7OA3
2024-05-27,78.0,240AG7OA3
2024-06-03,79.0,240AG7OA3
2024-06-10,84.0,240AG7OA3
2024-06-17,97.0,240AG7OA3
2024-06-24,112.0,240AG7OA3
2024-07-01,121.0,240AG7OA3
2024-07-08,121.0,240AG7OA3
2024-07-15,118.0,240AG7OA3
2024-07-22,116.0,240AG7OA3
2024-07-29,118.0,240AG7OA3
2024-08-05,119.0,240AG7OA3
2024-08-12,114.0,240AG7OA3
2024-08-19,106.0,240AG7OA3
2024-08-26,101.0,240AG7OA3
2024-09-02,107.0,240AG7OA3
2024-09-09,123.0,240AG7OA3
2024-09-16,143.0,240AG7OA3
2024-09-23,157.0,240AG7OA3
2024-09-30,158.0,240AG7OA3
2024-10-07,147.0,240AG7OA3
2024-10-14,127.0,240AG7OA3
2024-10-21,107.0,240AG7OA3
2024-10-28,94.0,240AG7OA3
2024-11-04,90.0,240AG7OA3
2024-11-11,92.0,240AG7OA3
2024-11-18,95.0,240AG7OA3
2024-11-25,97.0,240AG7OA3
2024-12-02,100.0,240AG7OA3
2024-12-09,105.0,240AG7OA3
2024-12-16,107.0,240AG7OA3
2024-12-23,103.0,240AG7OA3
2024-12-30,93.0,240AG7OA3
2024-01-01,0.0,248AI6PY8T12
2024-01-08,0.0,248AI6PY8T12
2024-01-15,0.0,248AI6PY8T12
2024-01-22,0.0,248AI6PY8T12
2024-01-29,0.0,248AI6PY8T12
2024-02-05,0.0,248AI6PY8T12
2024-02-12,0.0,248AI6PY8T12
2024-02-19,0.0,248AI6PY8T12
2024-02-26,0.0,248AI6PY8T12
2024-03-04,0.0,248AI6PY8T12
2024-03-11,0.0,248AI6PY8T12
2024-03-18,0.0,248AI6PY8T12
2024-03-25,0.0,248AI6PY8T12
2024-04-01,0.0,248AI6PY8T12
2024-04-08,0.0,248AI6PY8T12
2024-04-15,16.0,248AI6PY8T12
2024-04-22,46.0,248AI6PY8T12
2024-04-29,59.0,248AI6PY8T12
2024-05-06,36.0,248AI6PY8T12
2024-05-13,0.0,248AI6PY8T12
2024-05-20,0.0,248AI6PY8T12
2024-05-27,0.0,248AI6PY8T12
2024-06-03,5.0,248AI6PY8T12
2024-06-10,25.0,248AI6PY8T12
2024-06-17,2.0,248AI6PY8T12
2024-06-24,0.0,248AI6PY8T12
2024-07-01,0.0,248AI6PY8T12
2024-07-08,0.0,248AI6PY8T12
2024-07-15,19.0,248AI6PY8T12
2024-07-22,18.0,248AI6PY8T12
2024-07-29,0.0,248AI6PY8T12
2024-08-05,0.0,248AI6PY8T12
2024-08-12,0.0,248AI6PY8T12
2024-08-19,8.0,248AI6PY8T12
2024-08-26,27.0,248AI6PY8T12
2024-09-02,0.0,248AI6PY8T12
2024-09-09,0.0,248AI6PY8T12
2024-09-16,0.0,248AI6PY8T12
2024-09-23,0.0,248AI6PY8T12
2024-09-30,32.0,248AI6PY8T12
2024-10-07,22.0,248AI6PY8T12
2024-10-14,0.0,248AI6PY8T12
2024-10-21,0.0,248AI6PY8T12
2024-10-28,0.0,248AI6PY8T12
2024-11-04,22.0,248AI6PY8T12
2024-11-11,62.0,248AI6PY8T12
2024-11-18,28.0,248AI6PY8T12
2024-11-25,0.0,248AI6PY8T12
2024-12-02,0.0,248AI6PY8T12
2024-12-09,0.0,248AI6PY8T12
2024-12-16,0.0,248AI6PY8T12
2024-12-23,0.0,248AI6PY8T12
2024-12-30,0.0,248AI6PY8T12
2024-01-01,713.0,240AR2
2024-01-08,714.0,240AR2
2024-01-15,715.0,240AR2
2024-01-22,716.0,240AR2
2024-01-29,717.0,240AR2
2024-02-05,718.0,240AR2
2024-02-12,719.0,240AR2
2024-02-19,721.0,240AR2
2024-02-26,722.0,240AR2
2024-03-04,723.0,240AR2
2024-03-11,724.0,240AR2
2024-03-18,725.0,240AR2
2024-03-25,726.0,240AR2
2024-04-01,727.0,240AR2
2024-04-08,728.0,240AR2
2024-04-15,729.0,240AR2
2024-04-22,730.0,240AR2
2024-04-29,732.0,240AR2
2024-05-06,733.0,240AR2
2024-05-13,734.0,240AR2
2024-05-20,735.0,240AR2
2024-05-27,736.0,240AR2
2024-06-03,737.0,240AR2
2024-06-10,738.0,240AR2
2024-06-17,739.0,240AR2
2024-06-24,740.0,240AR2
2024-07-01,741.0,240AR2
2024-07-08,742.0,240AR2
2024-07-15,744.0,240AR2
2024-07-22,745.0,240AR2
2024-07-29,746.0,240AR2
2024-08-05,747.0,240AR2
2024-08-12,748.0,240AR2
2024-08-19,749.0,240AR2
2024-08-26,750.0,240AR2
2024-09-02,751.0,240AR2
2024-09-09,752.0,240AR2
2024-09-16,753.0,240AR2
2024-09-23,755.0,240AR2
2024-09-30,756.0,240AR2
2024-10-07,757.0,240AR2
2024-10-14,758.0,240AR2
2024-10-21,759.0,240AR2
2024-10-28,760.0,240AR2
2024-11-04,761.0,240AR2
2024-11-11,762.0,240AR2
2024-11-18,763.0,240AR2
2024-11-25,764.0,240AR2
2024-12-02,765.0,240AR2
2024-12-09,767.0,240AR2
2024-12-16,768.0,240AR2
2024-12-23,769.0,240AR2
2024-12-30,770.0,240AR2
2024-01-01,35.0,248AT7QL8T12
2024-01-08,0.0,248AT7QL8T12
2024-01-15,6.0,248AT7QL8T12
2024-01-22,9.0,248AT7QL8T12
2024-01-29,0.0,248AT7QL8T12
2024-02-05,0.0,248AT7QL8T12
2024-02-12,0.0,248AT7QL8T12
2024-02-19,0.0,248AT7QL8T12
2024-02-26,33.0,248AT7QL8T12
2024-03-04,20.0,248AT7QL8T12
2024-03-11,0.0,248AT7QL8T12
2024-03-18,48.0,248AT7QL8T12
2024-03-25,200.0,248AT7QL8T12
2024-04-01,328.0,248AT7QL8T12
2024-04-08,279.0,248AT7QL8T12
2024-04-15,35.0,248AT7QL8T12
2024-04-22,0.0,248AT7QL8T12
2024-04-29,0.0,248AT7QL8T12
2024-05-06,0.0,248AT7QL8T12
2024-05-13,201.0,248AT7QL8T12
2024-05-20,394.0,248AT7QL8T12
2024-05-27,357.0,248AT7QL8T12
2024-06-03,166.0,248AT7QL8T12
2024-06-10,0.0,248AT7QL8T12
2024-06-17,0.0,248AT7QL8T12
2024-06-24,0.0,248AT7QL8T12
2024-07-01,0.0,248AT7QL8T12
2024-07-08,8.0,248AT7QL8T12
2024-07-15,3.0,248AT7QL8T12
2024-07-22,0.0,248AT7QL8T12
2024-07-29,0.0,248AT7QL8T12
2024-08-05,2.0,248AT7QL8T12
2024-08-12,0.0,248AT7QL8T12
2024-08-19,0.0,248AT7QL8T12
2024-08-26,3.0,248AT7QL8T12
2024-09-02,3.0,248AT7QL8T12
2024-09-09,2.0,248AT7QL8T12
2024-09-16,4.0,248AT7QL8T12
2024-09-23,11.0,248AT7QL8T12
2024-09-30,16.0,248AT7QL8T12
2024-10-07,11.0,248AT7QL8T12
2024-10-14,0.0,248AT7QL8T12
2024-10-21,0.0,248AT7QL8T12
2024-10-28,0.0,248AT7QL8T12
2024-11-04,0.0,248AT7QL8T12
2024-11-11,0.0,248AT7QL8T12
2024-11-18,0.0,248AT7QL8T12
2024-11-25,0.0,248AT7QL8T12
2024-12-02,0.0,248AT7QL8T12
2024-12-09,96.0,248AT7QL8T12
2024-12-16,159.0,248AT7QL8T12
2024-12-23,126.0,248AT7QL8T12
2024-12-30,47.0,248AT7QL8T12
2024-01-01,0.0,248AJ2QB2T12
2024-01-08,0.0,248AJ2QB2T12
2024-01-15,0.0,248AJ2QB2T12
2024-01-22,0.0,248AJ2QB2T12
2024-01-29,0.0,248AJ2QB2T12
2024-02-05,0.0,248AJ2QB2T12
2024-02-12,0.0,248AJ2QB2T12
2024-02-19,0.0,248AJ2QB2T12
2024-02-26,0.0,248AJ2QB2T12
2024-03-04,0.0,248AJ2QB2T12
2024-03-11,0.0,248AJ2QB2T12
2024-03-18,0.0,248AJ2QB2T12
2024-03-25,0.0,248AJ2QB2T12
2024-04-01,0.0,248AJ2QB2T12
2024-04-08,0.0,248AJ2QB2T12
2024-04-15,0.0,248AJ2QB2T12
2024-04-22,0.0,248AJ2QB2T12
2024-04-29,0.0,248AJ2QB2T12
2024-05-06,0.0,248AJ2QB2T12
2024-05-13,0.0,248AJ2QB2T12
2024-05-20,0.0,248AJ2QB2T12
2024-05-27,0.0,248AJ2QB2T12
2024-06-03,0.0,248AJ2QB2T12
2024-06-10,0.0,248AJ2QB2T12
2024-06-17,0.0,248AJ2QB2T12
2024-06-24,0.0,248AJ2QB2T12
2024-07-01,0.0,248AJ2QB2T12
2024-07-08,0.0,248AJ2QB2T12
2024-07-15,0.0,248AJ2QB2T12
2024-07-22,0.0,248AJ2QB2T12
2024-07-29,0.0,248AJ2QB2T12
2024-08-05,0.0,248AJ2QB2T12
2024-08-12,0.0,248AJ2QB2T12
2024-08-19,0.0,248AJ2QB2T12
2024-08-26,0.0,248AJ2QB2T12
2024-09-02,0.0,248AJ2QB2T12
2024-09-09,0.0,248AJ2QB2T12
2024-09-16,0.0,248AJ2QB2T12
2024-09-23,0.0,248AJ2QB2T12
2024-09-30,0.0,248AJ2QB2T12
2024-10-07,0.0,248AJ2QB2T12
2024-10-14,0.0,248AJ2QB2T12
2024-10-21,0.0,248AJ2QB2T12
2024-10-28,0.0,248AJ2QB2T12
2024-11-04,0.0,248AJ2QB2T12
2024-11-11,0.0,248AJ2QB2T12
2024-11-18,0.0,248AJ2QB2T12
2024-11-25,0.0,248AJ2QB2T12
2024-12-02,0.0,248AJ2QB2T12
2024-12-09,0.0,248AJ2QB2T12
2024-12-16,0.0,248AJ2QB2T12
2024-12-23,0.0,248AJ2QB2T12
2024-12-30,0.0,248AJ2QB2T12
2024-01-01,0.0,248AK8PM2T14
2024-01-08,0.0,248AK8PM2T14
2024-01-15,0.0,248AK8PM2T14
2024-01-22,0.0,248AK8PM2T14
2024-01-29,0.0,248AK8PM2T14
2024-02-05,3.0,248AK8PM2T14
2024-02-12,14.0,248AK8PM2T14
2024-02-19,0.0,248AK8PM2T14
2024-02-26,0.0,248AK8PM2T14
2024-03-04,0.0,248AK8PM2T14
2024-03-11,20.0,248AK8PM2T14
2024-03-18,64.0,248AK8PM2T14
2024-03-25,62.0,248AK8PM2T14
2024-04-01,25.0,248AK8PM2T14
2024-04-08,0.0,248AK8PM2T14
2024-04-15,7.0,248AK8PM2T14
2024-04-22,13.0,248AK8PM2T14
2024-04-29,0.0,248AK8PM2T14
2024-05-06,0.0,248AK8PM2T14
2024-05-13,0.0,248AK8PM2T14
2024-05-20,0.0,248AK8PM2T14
2024-05-27,53.0,248AK8PM2T14
2024-06-03,156.0,248AK8PM2T14
2024-06-10,179.0,248AK8PM2T14
2024-06-17,125.0,248AK8PM2T14
2024-06-24,52.0,248AK8PM2T14
2024-07-01,8.0,248AK8PM2T14
2024-07-08,0.0,248AK8PM2T14
2024-07-15,2.0,248AK8PM2T14
2024-07-22,3.0,248AK8PM2T14
2024-07-29,0.0,248AK8PM2T14
2024-08-05,0.0,248AK8PM2T14
2024-08-12,0.0,248AK8PM2T14
2024-08-19,0.0,248AK8PM2T14
2024-08-26,0.0,248AK8PM2T14
2024-09-02,2.0,248AK8PM2T14
2024-09-09,0.0,248AK8PM2T14
2024-09-16,0.0,248AK8PM2T14
2024-09-23,3.0,248AK8PM2T14
2024-09-30,58.0,248AK8PM2T14
2024-10-07,145.0,248AK8PM2T14
2024-10-14,204.0,248AK8PM2T14
2024-10-21,172.0,248AK8PM2T14
2024-10-28,52.0,248AK8PM2T14
2024-11-04,0.0,248AK8PM2T14
2024-11-11,0.0,248AK8PM2T14
2024-11-18,0.0,248AK8PM2T14
2024-11-25,58.0,248AK8PM2T14
2024-12-02,68.0,248AK8PM2T14
2024-12-09,0.0,248AK8PM2T14
2024-12-16,0.0,248AK8PM2T14
2024-12-23,0.0,248AK8PM2T14
2024-12-30,0.0,248AK8PM2T14
2024-01-01,83.0,251388434AE4356
2024-01-08,100.0,251388434AE4356
2024-01-15,117.0,251388434AE4356
2024-01-22,133.0,251388434AE4356
2024-01-29,150.0,251388434AE4356
2024-02-05,166.0,251388434AE4356
2024-02-12,183.0,251388434AE4356
2024-02-19,200.0,251388434AE4356
2024-02-26,216.0,251388434AE4356
2024-03-04,233.0,251388434AE4356
2024-03-11,249.0,251388434AE4356
2024-03-18,266.0,251388434AE4356
2024-03-25,283.0,251388434AE4356
2024-04-01,299.0,251388434AE4356
2024-04-08,316.0,251388434AE4356
2024-04-15,332.0,251388434AE4356
2024-04-22,349.0,251388434AE4356
2024-04-29,365.0,251388434AE4356
2024-05-06,382.0,251388434AE4356
2024-05-13,399.0,251388434AE4356
2024-05-20,415.0,251388434AE4356
2024-05-27,432.0,251388434AE4356
2024-06-03,448.0,251388434AE4356
2024-06-10,465.0,251388434AE4356
2024-06-17,482.0,251388434AE4356
2024-06-24,498.0,251388434AE4356
2024-07-01,515.0,251388434AE4356
2024-07-08,531.0,251388434AE4356
2024-07-15,548.0,251388434AE4356
2024-07-22,565.0,251388434AE4356
2024-07-29,581.0,251388434AE4356
2024-08-05,598.0,251388434AE4356
2024-08-12,614.0,251388434AE4356
2024-08-19,631.0,251388434AE4356
2024-08-26,648.0,251388434AE4356
2024-09-02,664.0,251388434AE4356
2024-09-09,681.0,251388434AE4356
2024-09-16,697.0,251388434AE4356
2024-09-23,714.0,251388434AE4356
2024-09-30,730.0,251388434AE4356
2024-10-07,747.0,251388434AE4356
2024-10-14,764.0,251388434AE4356
2024-10-21,780.0,251388434AE4356
2024-10-28,797.0,251388434AE4356
2024-11-04,813.0,251388434AE4356
2024-11-11,830.0,251388434AE4356
2024-11-18,847.0,251388434AE4356
2024-11-25,863.0,251388434AE4356
2024-12-02,880.0,251388434AE4356
2024-12-09,896.0,251388434AE4356
2024-12-16,913.0,251388434AE4356
2024-12-23,930.0,251388434AE4356
2024-12-30,946.0,251388434AE4356
2024-01-01,39.0,248BH7PV5T06
2024-01-08,5.0,248BH7PV5T06
2024-01-15,0.0,248BH7PV5T06
2024-01-22,4.0,248BH7PV5T06
2024-01-29,6.0,248BH7PV5T06
2024-02-05,6.0,248BH7PV5T06
2024-02-12,5.0,248BH7PV5T06
2024-02-19,3.0,248BH7PV5T06
2024-02-26,3.0,248BH7PV5T06
2024-03-04,3.0,248BH7PV5T06
2024-03-11,3.0,248BH7PV5T06
2024-03-18,2.0,248BH7PV5T06
2024-03-25,0.0,248BH7PV5T06
2024-04-01,0.0,248BH7PV5T06
2024-04-08,0.0,248BH7PV5T06
2024-04-15,2.0,248BH7PV5T06
2024-04-22,2.0,248BH7PV5T06
2024-04-29,0.0,248BH7PV5T06
2024-05-06,0.0,248BH7PV5T06
2024-05-13,0.0,248BH7PV5T06
2024-05-20,0.0,248BH7PV5T06
2024-05-27,0.0,248BH7PV5T06
2024-06-03,0.0,248BH7PV5T06
2024-06-10,0.0,248BH7PV5T06
2024-06-17,3.0,248BH7PV5T06
2024-06-24,0.0,248BH7PV5T06
2024-07-01,0.0,248BH7PV5T06
2024-07-08,0.0,248BH7PV5T06
2024-07-15,0.0,248BH7PV5T06
2024-07-22,0.0,248BH7PV5T06
2024-07-29,0.0,248BH7PV5T06
2024-08-05,0.0,248BH7PV5T06
2024-08-12,4.0,248BH7PV5T06
2024-08-19,7.0,248BH7PV5T06
2024-08-26,0.0,248BH7PV5T06
2024-09-02,0.0,248BH7PV5T06
2024-09-09,0.0,248BH7PV5T06
2024-09-16,0.0,248BH7PV5T06
2024-09-23,0.0,248BH7PV5T06
2024-09-30,0.0,248BH7PV5T06
2024-10-07,129.0,248BH7PV5T06
2024-10-14,265.0,248BH7PV5T06
2024-10-21,213.0,248BH7PV5T06
2024-10-28,15.0,248BH7PV5T06
2024-11-04,0.0,248BH7PV5T06
2024-11-11,0.0,248BH7PV5T06
2024-11-18,0.0,248BH7PV5T06
2024-11-25,142.0,248BH7PV5T06
2024-12-02,310.0,248BH7PV5T06
2024-12-09,343.0,248BH7PV5T06
2024-12-16,262.0,248BH7PV5T06
2024-12-23,142.0,248BH7PV5T06
2024-12-30,50.0,248BH7PV5T06
2024-01-01,0.0,248AT7PV6TS
2024-01-08,0.0,248AT7PV6TS
2024-01-15,2.0,248AT7PV6TS
2024-01-22,2.0,248AT7PV6TS
2024-01-29,3.0,248AT7PV6TS
2024-02-05,3.0,248AT7PV6TS
2024-02-12,2.0,248AT7PV6TS
2024-02-19,0.0,248AT7PV6TS
2024-02-26,2.0,248AT7PV6TS
2024-03-04,0.0,248AT7PV6TS
2024-03-11,0.0,248AT7PV6TS
2024-03-18,0.0,248AT7PV6TS
2024-03-25,0.0,248AT7PV6TS
2024-04-01,2.0,248AT7PV6TS
2024-04-08,2.0,248AT7PV6TS
2024-04-15,0.0,248AT7PV6TS
2024-04-22,0.0,248AT7PV6TS
2024-04-29,0.0,248AT7PV6TS
2024-05-06,0.0,248AT7PV6TS
2024-05-13,0.0,248AT7PV6TS
2024-05-20,2.0,248AT7PV6TS
2024-05-27,0.0,248AT7PV6TS
2024-06-03,0.0,248AT7PV6TS
2024-06-10,0.0,248AT7PV6TS
2024-06-17,0.0,248AT7PV6TS
2024-06-24,0.0,248AT7PV6TS
2024-07-01,0.0,248AT7PV6TS
2024-07-08,0.0,248AT7PV6TS
2024-07-15,13.0,248AT7PV6TS
2024-07-22,8.0,248AT7PV6TS
2024-07-29,0.0,248AT7PV6TS
2024-08-05,0.0,248AT7PV6TS
2024-08-12,0.0,248AT7PV6TS
2024-08-19,0.0,248AT7PV6TS
2024-08-26,9.0,248AT7PV6TS
2024-09-02,11.0,248AT7PV6TS
2024-09-09,3.0,248AT7PV6TS
2024-09-16,3.0,248AT7PV6TS
2024-09-23,18.0,248AT7PV6TS
2024-09-30,30.0,248AT7PV6TS
2024-10-07,18.0,248AT7PV6TS
2024-10-14,0.0,248AT7PV6TS
2024-10-21,0.0,248AT7PV6TS
2024-10-28,0.0,248AT7PV6TS
2024-11-04,4.0,248AT7PV6TS
2024-11-11,33.0,248AT7PV6TS
2024-11-18,27.0,248AT7PV6TS
2024-11-25,0.0,248AT7PV6TS
2024-12-02,0.0,248AT7PV6TS
2024-12-09,0.0,248AT7PV6TS
2024-12-16,0.0,248AT7PV6TS
2024-12-23,0.0,248AT7PV6TS
2024-12-30,0.0,248AT7PV6TS
